Datum;Locatie;lengte (mm);gewicht (mg);pigmentatie
24/05/2017;VA_SC_RO_SU;144;4225;Potlood
24/05/2017;VA_SC_RO_SU;142;4609;Potlood
24/05/2017;VA_SC_RO_SU;166;5912;Potlood
24/05/2017;VA_SC_RO_SU;108;1714;Potlood
24/05/2017;VA_SC_RO_SU;125;2642;Potlood
24/05/2017;VA_SC_RO_SU;110;1678;Potlood
24/05/2017;VA_SC_RO_SU;132;2865;Potlood
24/05/2017;VA_SC_RO_SU;83;679;Potlood
24/05/2017;VA_SC_RO_SU;84;665;Potlood
24/05/2017;VA_SC_RO_SU;80;571;VII
24/05/2017;VA_SC_RO_SU;73;476;VII
24/05/2017;VA_SC_RO_SU;71;412;VII
24/05/2017;VA_SC_RO_SU;71;468;VII
24/05/2017;VA_SC_RO_SU;71;404;VII
24/05/2017;VA_SC_RO_SU;68;319;VII
24/05/2017;VA_SC_RO_SU;72;542;VII
24/05/2017;VA_SC_RO_SU;79;538;VII
24/05/2017;VA_SC_RO_SU;77;506;VII
24/05/2017;VA_SC_RO_SU;65;324;VII
24/05/2017;VA_SC_RO_SU;65;298;VII
24/05/2017;VA_SC_RO_SU;73;456;VII
24/05/2017;VA_SC_RO_SU;63;291;VII
24/05/2017;VA_SC_RO_SU;70;341;VII
24/05/2017;VA_SC_RO_SU;75;396;VII
24/05/2017;VA_SC_RO_SU;73;474;VII
24/05/2017;VA_SC_RO_SU;70;287;VII
24/05/2017;VA_SC_RO_SU;69;333;VII
24/05/2017;VA_SC_RO_SU;75;497;VII
24/05/2017;VA_SC_RO_SU;74;427;VII
24/05/2017;VA_SC_RO_SU;76;543;VII
24/05/2017;VA_SC_RO_SU;67;283;VIB
24/05/2017;VA_SC_RO_SU;65;245;VII
24/05/2017;VA_SC_RO_SU;70;434;VII
24/05/2017;VA_SC_RO_SU;70;352;VII
24/05/2017;VA_SC_RO_SU;72;553;VII
24/05/2017;VA_SC_RO_SU;72;450;VII
24/05/2017;VA_SC_RO_SU;73;432;VII
24/05/2017;VA_SC_RO_SU;67;327;VII
24/05/2017;VA_SC_RO_SU;74;490;VII
24/05/2017;VA_SC_RO_SU;67;303;VII
24/05/2017;VA_SC_RO_SU;75;530;VII
24/05/2017;VA_SC_RO_SU;78;595;VII
24/05/2017;VA_SC_RO_SU;76;435;VII
24/05/2017;VA_SC_RO_SU;73;381;VII
24/05/2017;VA_SC_RO_SU;77;648;VII
24/05/2017;VA_SC_RO_SU;79;646;VII
24/05/2017;VA_SC_RO_SU;72;385;VII
24/05/2017;VA_SC_RO_SU;68;292;VII
24/05/2017;VA_SC_RO_SU;78;571;VII
24/05/2017;VA_SC_RO_SU;76;506;VII
24/05/2017;VA_SC_RO_SU;77;431;VII
19/03/2018;VA_PG_RO_PA;73;329;VIA2
19/03/2018;VA_PG_RO_PA;251;17175;Potlood
19/03/2018;VA_MI_RO_SU;78;497;VB
19/03/2018;VA_PG_LO_SU;70;288;VB
19/03/2018;IJZ_SU;71;356;VB
19/03/2018;VA_PG_KR;72;353;VIA2
19/03/2018;VA_PG_KR;73;387;VIA1
19/03/2018;VA_PG_KR;77;399;VB
19/03/2018;VA_PG_KR;70;308;VIA1
19/03/2018;VA_PG_KR;72;309;VB
19/03/2018;VA_PG_KR;70;372;VIA0
19/03/2018;VA_PG_KR;63;244;VIA0
19/03/2018;VA_PG_KR;72;378;VIA2
19/03/2018;VA_PG_KR;76;470;VIA2
19/03/2018;VA_PG_KR;65;234;VB
19/03/2018;VA_PG_KR;66;310;VB
19/03/2018;VA_PG_KR;65;288;VB
19/03/2018;VA_PG_KR;68;314;VB
19/03/2018;VA_PG_KR;77;455;VB
19/03/2018;VA_PG_KR;67;316;VB
19/03/2018;VA_PG_KR;73;387;VB
19/03/2018;VA_PG_KR;78;370;VIA2
26/03/2018;VA_PG_LO_SU;94;845;Potlood
26/03/2018;VA_PG_LO_SU;93;812;Potlood
26/03/2018;VA_PG_LO_SU;77;372;VB
26/03/2018;VA_PG_LO_SU;70;303;VIA2
26/03/2018;VA_PG_LO_SU;68;290;VIA1
26/03/2018;VA_PG_LO_SU;60;200;VB
26/03/2018;VA_PG_RO_SU;77;571;VII
26/03/2018;VA_PG_RO_SU;115;1867;Potlood
26/03/2018;VA_PG_RO_SU;70;321;VIA2
26/03/2018;VA_PG_RO_SU;73;349;VB
26/03/2018;VA_PG_RO_SU;70;300;VIA2
26/03/2018;VA_PG_RO_SU;64;243;VIA3
26/03/2018;VA_PG_RO_SU;71;340;VIA3
26/03/2018;VA_PG_RO_SU;76;324;VB
26/03/2018;VA_PG_RO_SU;70;314;VB
26/03/2018;VA_PG_RO_SU;72;338;VIA0
26/03/2018;VA_PG_RO_SU;70;271;VIA3
26/03/2018;VA_PG_RO_SU;65;247;VIA2
26/03/2018;VA_PG_RO_SU;72;273;VIA3
26/03/2018;VA_PG_RO_SU;72;326;VB
26/03/2018;VA_PG_RO_SU;74;401;VIA1
26/03/2018;VA_PG_RO_SU;70;274;VB
26/03/2018;VA_PG_RO_SU;70;322;VB
26/03/2018;VA_PG_RO_SU;69;306;VIA3
26/03/2018;VA_PG_RO_SU;72;357;VIA0
26/03/2018;VA_PG_RO_SU;71;271;VIA2
26/03/2018;VA_PG_RO_SU;69;238;VB
26/03/2018;VA_MI_LO_SU;65;229;VB
26/03/2018;GA_SU;72;384;VB
26/03/2018;GA_SU;73;376;VB
26/03/2018;GA_SU;72;364;VB
26/03/2018;GA_SU;66;266;VIA0
26/03/2018;VA_PG_KR;69;323;VIA0
26/03/2018;VA_PG_KR;74;361;VIA2
26/03/2018;VA_PG_KR;75;357;VIA3
26/03/2018;VA_PG_KR;73;323;VB
26/03/2018;VA_PG_KR;70;278;VIA2
26/03/2018;VA_PG_KR;65;212;VIA1
26/03/2018;VA_PG_KR;78;435;
26/03/2018;VA_PG_KR;73;297;VB
26/03/2018;VA_PG_KR;69;280;VIA2
26/03/2018;VA_PG_KR;68;282;VB
26/03/2018;VA_PG_KR;70;334;VIA0
26/03/2018;VA_PG_KR;70;290;VB
26/03/2018;VA_PG_KR;70;315;VB
26/03/2018;VA_PG_KR;75;360;VIA2
26/03/2018;VA_PG_KR;75;384;VB
26/03/2018;VA_PG_KR;65;218;VA
26/03/2018;VA_PG_KR;77;402;VIA0
26/03/2018;VA_PG_KR;71;403;VIA1
26/03/2018;VA_PG_KR;70;290;VB
26/03/2018;VA_PG_KR;70;270;VIA2
26/03/2018;VA_PG_KR;71;265;VIA0
26/03/2018;VA_PG_KR;75;279;VB
26/03/2018;VA_PG_KR;67;297;VB
26/03/2018;VA_PG_KR;75;362;VB
26/03/2018;VA_PG_KR;67;230;VB
26/03/2018;VA_PG_KR;74;349;VB
26/03/2018;VA_PG_KR;70;261;VB
26/03/2018;VA_PG_KR;71;354;VB
26/03/2018;VA_PG_KR;70;291;VB
26/03/2018;VA_PG_KR;70;275;VB
26/03/2018;VA_PG_KR;72;327;VB
26/03/2018;VA_PG_KR;72;343;VIA2
26/03/2018;VA_PG_KR;67;323;VB
26/03/2018;VA_PG_KR;67;254;VIA0
26/03/2018;VA_PG_KR;76;354;VIA2
26/03/2018;VA_PG_KR;70;265;VB
26/03/2018;VA_PG_KR;66;252;VB
26/03/2018;VA_PG_KR;71;311;VIA1
26/03/2018;VA_PG_KR;72;311;VB
26/03/2018;VA_PG_KR;69;278;VIA3
26/03/2018;VA_PG_KR;75;444;VB
26/03/2018;VA_PG_KR;75;367;VB
26/03/2018;VA_PG_KR;68;233;VIA0
26/03/2018;VA_PG_KR;74;397;VB
26/03/2018;VA_PG_KR;73;338;VIA2
26/03/2018;VA_PG_KR;70;302;VB
26/03/2018;VA_PG_KR;72;347;VB
26/03/2018;VA_PG_KR;70;318;VB
26/03/2018;VA_PG_KR;65;226;VIA1
26/03/2018;VA_PG_KR;71;285;VIA1
26/03/2018;VA_PG_KR;70;282;VIA0
26/03/2018;VA_PG_KR;70;326;VB
26/03/2018;VA_PG_KR;184;8253;Potlood
26/03/2018;GA_SN;72;286;VB
26/03/2018;GA_SN;76;381;VB
26/03/2018;GA_SN;74;362;VIA0
26/03/2018;GA_SN;74;403;VB
26/03/2018;GA_SN;77;373;VIA2
26/03/2018;GA_SN;68;256;VIA0
26/03/2018;GA_SN;75;380;VB
26/03/2018;GA_SN;73;284;VIA0
26/03/2018;GA_SN;75;383;VB
26/03/2018;GA_SN;70;273;VB
26/03/2018;GA_SN;71;323;VB
26/03/2018;GA_SN;70;308;VB
26/03/2018;GA_SN;73;335;VB
26/03/2018;GA_SN;72;350;VB
26/03/2018;GA_SN;78;277;VB
26/03/2018;GA_SN;75;400;VIA0
26/03/2018;GA_SN;77;327;VB
26/03/2018;GA_SN;67;288;VB
26/03/2018;GA_SN;68;291;VB
26/03/2018;GA_SN;76;385;VB
26/03/2018;GA_SN;68;254;VB
26/03/2018;GA_SN;70;313;VB
26/03/2018;GA_SN;74;333;VB
26/03/2018;GA_SN;71;326;VB
26/03/2018;GA_SN;66;336;VB
26/03/2018;GA_SN;80;440;VB
26/03/2018;GA_SN;74;381;VB
26/03/2018;GA_SN;73;306;VIA0
26/03/2018;GA_SN;70;302;VIA0
26/03/2018;GA_SN;69;288;VB
26/03/2018;GA_SN;74;322;VB
26/03/2018;GA_SN;78;366;VB
26/03/2018;GA_SN;67;259;VB
26/03/2018;GA_SN;62;210;VB
26/03/2018;GA_SN;75;349;VB
26/03/2018;GA_SN;70;275;VB
26/03/2018;GA_SN;60;180;VB
26/03/2018;GA_SN;68;289;VB
26/03/2018;GA_SN;70;349;VB
26/03/2018;GA_SN;69;323;VB
26/03/2018;GA_SN;71;318;VB
26/03/2018;GA_SN;71;331;VB
26/03/2018;GA_SN;73;278;VIA0
26/03/2018;GA_SN;72;316;VB
26/03/2018;GA_SN;72;316;VB
26/03/2018;GA_SN;74;273;VB
26/03/2018;GA_SN;73;354;VIA3
26/03/2018;GA_SN;71;272;VIA0
26/03/2018;GA_SN;70;246;VB
26/03/2018;GA_SN;65;244;VB
27/03/2018;VA_PG_RO_PA;73;324;VIA1
27/03/2018;VA_PG_RO_PA;75;427;VIA2
27/03/2018;VA_PG_RO_PA;118;1711;Potlood
27/03/2018;VA_PG_RO_PA;123;2285;Potlood
27/03/2018;VA_PG_LO_PA;71;268;VIA2
27/03/2018;VA_PG_LO_PA;75;411;VIA2
27/03/2018;VA_PG_LO_PA;71;358;VIA1
27/03/2018;VA_PG_LO_PA;73;385;VIA1
27/03/2018;VA_PG_LO_PA;73;362;VIA2
27/03/2018;VA_PG_LO_PA;73;390;VIA2
27/03/2018;VA_PG_LO_PA;81;499;VIA2
27/03/2018;VA_PG_LO_PA;72;362;VB
27/03/2018;VA_PG_LO_PA;73;405;VIA3
27/03/2018;VA_PG_LO_PA;73;359;VIA2
27/03/2018;VA_PG_LO_PA;75;361;VIA0
27/03/2018;VA_PG_LO_PA;72;408;VIA3
27/03/2018;VA_PG_LO_PA;70;276;VB
29/03/2018;VA_PG_LO_PA;92;811;Potlood
29/03/2018;VA_PG_LO_PA;90;761;Potlood
29/03/2018;VA_PG_LO_PA;111;1757;Potlood
29/03/2018;VA_PG_LO_PA;106;1643;Potlood
29/03/2018;VA_PG_LO_PA;73;360;VIA2
29/03/2018;VA_PG_LO_PA;75;322;VIA1
29/03/2018;VA_PG_LO_PA;72;336;VIA2
29/03/2018;VA_PG_LO_PA;71;272;VB
29/03/2018;VA_PG_LO_PA;69;246;VB
29/03/2018;VA_PG_LO_PA;74;343;VB
29/03/2018;VA_PG_LO_PA;75;310;VB
29/03/2018;VA_PG_LO_PA;70;305;VIA2
29/03/2018;VA_PG_LO_PA;71;247;VIA0
29/03/2018;VA_PG_LO_PA;70;275;VIA2
29/03/2018;VA_PG_LO_PA;71;272;VIA2
29/03/2018;VA_PG_LO_PA;71;266;VIA0
29/03/2018;VA_PG_LO_PA;72;333;VIA2
29/03/2018;VA_PG_LO_PA;76;343;VIA3
29/03/2018;VA_PG_LO_PA;73;320;VIA3
29/03/2018;VA_PG_LO_PA;69;257;VIA3
29/03/2018;VA_PG_LO_PA;66;224;VIA2
29/03/2018;VA_PG_LO_PA;70;274;VIA0
29/03/2018;VA_PG_LO_PA;66;208;VIA0
29/03/2018;VA_PG_LO_PA;75;328;VIA2
29/03/2018;VA_PG_LO_PA;81;472;VIA0
29/03/2018;VA_PG_LO_PA;73;311;VIA2
29/03/2018;VA_PG_LO_PA;74;380;VB
29/03/2018;VA_PG_LO_PA;73;307;VIA2
29/03/2018;VA_PG_LO_PA;67;245;VIA2
29/03/2018;VA_PG_LO_PA;73;339;VIA2
29/03/2018;VA_PG_LO_PA;71;310;VIA2
29/03/2018;VA_PG_LO_PA;70;289;VIA2
29/03/2018;VA_PG_LO_PA;74;345;VIA2
29/03/2018;VA_PG_LO_PA;71;274;VB
29/03/2018;VA_PG_LO_PA;73;319;VIA3
29/03/2018;VA_PG_LO_PA;73;314;VIA2
29/03/2018;VA_PG_LO_PA;70;252;VIA3
29/03/2018;VA_PG_LO_PA;70;268;VB
29/03/2018;VA_PG_LO_PA;76;333;VB
29/03/2018;VA_PG_LO_PA;74;312;VIA2
29/03/2018;VA_PG_LO_PA;71;287;VIA0
29/03/2018;VA_PG_LO_PA;74;333;VIA2
29/03/2018;VA_PG_LO_PA;69;281;VIA2
29/03/2018;VA_PG_LO_PA;67;247;VIA2
29/03/2018;VA_PG_LO_PA;75;337;VIA0
29/03/2018;VA_PG_LO_PA;71;283;VIA2
29/03/2018;VA_PG_LO_PA;67;221;VIA0
29/03/2018;VA_PG_LO_PA;72;296;VIA2
29/03/2018;VA_PG_LO_PA;72;286;VB
29/03/2018;VA_PG_LO_PA;74;309;VIA1
29/03/2018;VA_PG_LO_PA;76;364;VB
29/03/2018;VA_PG_LO_PA;74;305;VIA2
29/03/2018;VA_PG_LO_PA;70;270;VIA2
29/03/2018;VA_PG_LO_PA;67;233;VIA1
29/03/2018;VA_PG_LO_PA;74;305;VIA2
29/03/2018;VA_PG_LO_PA;75;294;VIA3
29/03/2018;VA_PG_RO_PA;113;1566;Potlood
29/03/2018;VA_PG_RO_PA;128;2664;Potlood
29/03/2018;VA_PG_RO_PA;109;1496;Potlood
29/03/2018;VA_PG_RO_PA;95;1278;Potlood
29/03/2018;VA_PG_RO_PA;119;2043;Potlood
29/03/2018;VA_PG_RO_PA;144;3840;Potlood
29/03/2018;VA_PG_RO_PA;95;978;Potlood
29/03/2018;VA_PG_RO_PA;129;2546;Potlood
29/03/2018;VA_PG_RO_PA;105;1342;Potlood
29/03/2018;VA_PG_RO_PA;69;332;VB
29/03/2018;VA_PG_RO_PA;70;307;VIA0
29/03/2018;VA_PG_RO_PA;77;351;VIA0
29/03/2018;VA_PG_RO_PA;76;352;VB
29/03/2018;VA_PG_RO_PA;75;346;VB
29/03/2018;VA_PG_RO_PA;81;441;VB
29/03/2018;VA_PG_RO_PA;75;310;VIA3
29/03/2018;VA_PG_RO_PA;73;331;VIA1
29/03/2018;VA_PG_RO_PA;78;450;VB
29/03/2018;VA_PG_RO_PA;75;318;VB
29/03/2018;VA_PG_RO_PA;73;363;VIA3
29/03/2018;VA_PG_RO_PA;70;340;VB
29/03/2018;VA_PG_RO_PA;72;332;VB
29/03/2018;VA_PG_RO_PA;72;348;VB
29/03/2018;VA_PG_RO_PA;74;353;VIA0
29/03/2018;VA_PG_RO_PA;77;340;VIA0
29/03/2018;VA_PG_RO_PA;78;384;VIA3
29/03/2018;VA_PG_RO_PA;74;402;VIA2
29/03/2018;VA_PG_RO_PA;75;392;VIA3
29/03/2018;VA_PG_RO_PA;77;359;VIA3
29/03/2018;VA_PG_RO_PA;75;347;VIA0
29/03/2018;VA_PG_RO_PA;72;332;VIA2
29/03/2018;VA_PG_RO_PA;75;363;VIA3
29/03/2018;VA_PG_RO_PA;73;354;VIA0
29/03/2018;VA_PG_RO_PA;71;329;VIA2
29/03/2018;VA_PG_RO_PA;73;322;VIA1
29/03/2018;VA_PG_RO_PA;73;318;VIA2
29/03/2018;VA_PG_RO_PA;77;403;VIA2
29/03/2018;VA_PG_RO_PA;73;356;VIA1
29/03/2018;VA_PG_RO_PA;73;366;VIA2
29/03/2018;VA_PG_RO_PA;75;353;VIA0
29/03/2018;VA_PG_RO_PA;71;327;VIA2
29/03/2018;VA_PG_RO_PA;74;352;VIA3
29/03/2018;VA_PG_RO_PA;74;322;VIA1
29/03/2018;VA_PG_RO_PA;70;335;VIA3
29/03/2018;VA_PG_RO_PA;71;237;VIA0
29/03/2018;VA_PG_RO_PA;68;259;VIA0
29/03/2018;VA_PG_RO_PA;69;294;VB
29/03/2018;VA_PG_RO_PA;76;432;VB
29/03/2018;VA_PG_RO_PA;73;349;VB
29/03/2018;VA_PG_RO_PA;74;338;VB
29/03/2018;VA_PG_RO_PA;71;311;VIA0
29/03/2018;VA_PG_RO_PA;71;304;VIA0
29/03/2018;VA_PG_RO_PA;78;415;VIA2
29/03/2018;VA_PG_RO_PA;70;329;VIA3
29/03/2018;VA_PG_RO_PA;74;390;VIA2
29/03/2018;VA_PG_RO_PA;72;301;VIA2
29/03/2018;VA_PG_RO_PA;74;384;VB
29/03/2018;VA_PG_RO_PA;75;337;VIA2
29/03/2018;VA_PG_RO_PA;77;444;VIA2
29/03/2018;VA_PG_RO_PA;72;301;VIA2
29/03/2018;VA_PG_RO_PA;74;393;VIA2
2/04/2018;VA_PG_RO_PA;89;724;potlood
2/04/2018;VA_PG_RO_PA;100;724;potlood
2/04/2018;VA_PG_RO_PA;69;255;VIA2
2/04/2018;VA_PG_RO_PA;63;191;VIA0
2/04/2018;VA_PG_RO_PA;68;243;VB
2/04/2018;VA_PG_RO_PA;70;260;VIA2
2/04/2018;VA_PG_RO_PA;73;393;VIA3
2/04/2018;VA_PG_RO_PA;79;338;VIA3
2/04/2018;VA_PG_RO_PA;71;284;VIA3
2/04/2018;VA_PG_RO_PA;74;300;VIA3
2/04/2018;VA_PG_RO_PA;73;280;VIA2
2/04/2018;VA_PG_RO_PA;72;286;VIA3
2/04/2018;VA_PG_RO_PA;70;246;VIA2
2/04/2018;VA_PG_RO_PA;67;238;VIA0
2/04/2018;VA_PG_RO_PA;66;223;VIA0
2/04/2018;VA_PG_RO_PA;73;284;VIA3
2/04/2018;VA_PG_RO_PA;71;319;VIA2
2/04/2018;VA_PG_RO_PA;70;358;VIA2
2/04/2018;VA_PG_RO_PA;67;252;VIA2
2/04/2018;VA_PG_RO_PA;70;278;VIA3
2/04/2018;VA_PG_RO_PA;67;255;VIA1
2/04/2018;VA_PG_RO_PA;67;225;VIA2
2/04/2018;VA_PG_RO_PA;70;300;VIA2
2/04/2018;VA_PG_RO_PA;65;253;VIA3
2/04/2018;VA_PG_RO_PA;72;283;VIA3
2/04/2018;VA_PG_RO_PA;75;375;VIA3
2/04/2018;VA_PG_RO_PA;67;212;VIA2
2/04/2018;VA_PG_RO_PA;75;335;VIA3
2/04/2018;VA_PG_RO_PA;75;330;VIA3
2/04/2018;VA_PG_RO_PA;72;264;VIA3
2/04/2018;VA_PG_RO_PA;69;245;VIA2
2/04/2018;VA_PG_RO_PA;75;323;VIA3
2/04/2018;VA_PG_RO_PA;62;176;VIA0
2/04/2018;VA_PG_RO_PA;76;340;VIA2
2/04/2018;VA_PG_RO_PA;66;236;VIA2
2/04/2018;VA_PG_RO_PA;72;296;VIA3
2/04/2018;VA_PG_RO_PA;79;333;VIA2
2/04/2018;VA_PG_RO_PA;83;433;VIA0
2/04/2018;VA_PG_RO_PA;68;254;VIA2
2/04/2018;VA_PG_RO_PA;75;319;VIA2
2/04/2018;VA_PG_RO_PA;73;305;VIA2
2/04/2018;VA_PG_RO_PA;76;322;VIA2
2/04/2018;VA_PG_RO_PA;71;309;VIA3
2/04/2018;VA_PG_RO_PA;71;302;VIA3
2/04/2018;VA_PG_RO_PA;64;196;VIA4
2/04/2018;VA_PG_RO_PA;75;328;VIA3
2/04/2018;VA_PG_RO_PA;76;337;VIA0
2/04/2018;VA_PG_RO_PA;75;387;VIA3
2/04/2018;VA_PG_RO_PA;72;289;VIA4
2/04/2018;VA_PG_RO_PA;66;235;VIA1
2/04/2018;VA_PG_RO_PA;75;337;VIA4
2/04/2018;VA_PG_RO_PA;73;296;VIA2
2/04/2018;VA_PG_RO_PA;66;216;VIA3
2/04/2018;VA_PG_RO_PA;64;234;VIA3
2/04/2018;VA_PG_RO_PA;68;223;VIA4
2/04/2018;VA_PG_RO_PA;71;272;VIA3
2/04/2018;VA_PG_RO_PA;74;350;VIA0
2/04/2018;VA_PG_RO_PA;72;276;VIA4
2/04/2018;VA_PG_RO_PA;71;255;VIA0
2/04/2018;VA_PG_RO_PA;65;200;VIA3
2/04/2018;VA_PG_RO_PA;72;265;VIA3
2/04/2018;VA_PG_RO_PA;70;270;VIA0
2/04/2018;VA_PG_LO_PA;74;345;VIA3
2/04/2018;VA_PG_LO_PA;70;264;VIA0
2/04/2018;VA_PG_LO_PA;67;270;VIA2
2/04/2018;VA_PG_LO_PA;74;309;VIA2
2/04/2018;VA_PG_LO_PA;71;274;VIA2
2/04/2018;VA_PG_LO_PA;71;281;VIA2
2/04/2018;VA_PG_LO_PA;73;269;VIA2
2/04/2018;VA_PG_LO_PA;71;235;VIA3
2/04/2018;VA_PG_LO_PA;66;;VIA2
2/04/2018;VA_PG_LO_PA;75;322;VIA4
2/04/2018;VA_PG_LO_PA;68;231;VIA2
2/04/2018;VA_PG_LO_PA;73;303;VIA3
2/04/2018;VA_PG_LO_PA;70;243;VIA2
2/04/2018;VA_PG_LO_PA;67;261;VIA3
2/04/2018;VA_PG_LO_PA;74;344;VIA3
2/04/2018;VA_PG_LO_PA;70;288;VIA0
2/04/2018;VA_PG_LO_PA;70;302;VIA2
2/04/2018;VA_PG_LO_PA;67;233;VIA3
2/04/2018;VA_PG_LO_PA;70;291;VIA2
2/04/2018;VA_PG_LO_PA;68;273;VIA3
2/04/2018;VA_PG_LO_PA;77;387;VIA2
2/04/2018;VA_PG_LO_PA;65;226;VIA3
2/04/2018;VA_PG_LO_PA;67;245;VIA3
2/04/2018;VA_PG_LO_PA;65;242;VIA3
2/04/2018;VA_PG_LO_PA;68;226;VIA0
2/04/2018;VA_PG_LO_PA;70;301;VIA3
2/04/2018;VA_PG_LO_PA;76;403;VIA2
2/04/2018;VA_PG_LO_PA;71;297;VIA3
2/04/2018;VA_PG_LO_PA;68;248;VIA0
2/04/2018;VA_PG_LO_PA;65;246;VIA2
2/04/2018;VA_PG_LO_PA;72;405;VIA0
2/04/2018;VA_PG_LO_PA;69;307;VIA0
2/04/2018;VA_PG_LO_PA;71;280;VIA3
2/04/2018;VA_PG_LO_PA;70;307;VIA2
2/04/2018;VA_PG_LO_PA;69;272;VIA4
2/04/2018;VA_PG_LO_PA;71;255;VIA2
2/04/2018;VA_PG_LO_PA;71;303;VIA3
2/04/2018;VA_PG_LO_PA;71;245;VIA4
2/04/2018;VA_PG_LO_PA;67;264;VIA2
2/04/2018;VA_PG_LO_PA;71;320;VIA2
2/04/2018;VA_PG_LO_PA;67;230;VB
2/04/2018;VA_PG_LO_PA;73;387;VIA2
2/04/2018;VA_PG_LO_PA;72;274;VIA0
2/04/2018;VA_PG_LO_PA;75;309;VIA0
2/04/2018;VA_PG_LO_PA;66;181;VIA4
2/04/2018;VA_PG_LO_PA;70;274;VIA2
2/04/2018;VA_PG_LO_PA;72;324;VIA4
2/04/2018;VA_PG_LO_PA;79;410;VIA2
2/04/2018;VA_PG_LO_PA;70;310;VIA3
2/04/2018;VA_PG_LO_PA;75;386;VIA3
2/04/2018;VA_PG_LO_PA;71;256;VIA2
