Datum;Locatie;lengte (mm);gewicht (mg);pigmentatie
29/04/2016;VA_PG_RO_PA;74;365;VIA4
29/04/2016;VA_PG_RO_PA;69;325;VIA3
29/04/2016;VA_PG_RO_PA;68;280;VIA4
29/04/2016;VA_PG_RO_PA;69;224;VIA3
29/04/2016;VA_PG_RO_PA;66;199;VIA4
29/04/2016;VA_PG_RO_PA;68;280;VIA4
29/04/2016;VA_PG_RO_PA;68;252;VIA3
29/04/2016;VA_PG_RO_PA;80;457;VIA4
29/04/2016;VA_PG_RO_PA;64;249;VIA3
29/04/2016;VA_PG_RO_PA;73;384;VIA4
29/04/2016;VA_PG_RO_PA;65;243;VIA4
29/04/2016;VA_PG_RO_PA;79;443;VIA3
29/04/2016;VA_PG_RO_PA;73;346;VIA4
29/04/2016;VA_PG_RO_PA;71;290;VIA3
29/04/2016;VA_PG_RO_PA;76;399;VIA4
29/04/2016;VA_PG_RO_PA;69;322;VIA3
29/04/2016;VA_PG_RO_PA;74;363;VIA3
29/04/2016;VA_PG_RO_PA;68;277;VIA4
29/04/2016;VA_PG_RO_PA;72;348;VIA3
29/04/2016;VA_PG_RO_PA;66;198;VIA4
29/04/2016;VA_PG_RO_PA;74;332;VIA4
29/04/2016;VA_PG_RO_PA;69;266;VIA4
29/04/2016;VA_PG_RO_PA;72;280;VIA4
29/04/2016;VA_PG_RO_PA;68;254;VIA2
29/04/2016;VA_PG_RO_PA;73;326;VIA3
29/04/2016;VA_PG_RO_PA;96;1040;Potlood
29/04/2016;VA_PG_RO_PA;104;1288;Potlood
29/04/2016;VA_PG_RO_PA;97;1144;Potlood
29/04/2016;VA_PG_RO_PA;89;749;Potlood
29/04/2016;VA_PG_RO_PA;98;1064;Potlood
29/04/2016;VA_PG_RO_PA;101;1222;Potlood
29/04/2016;VA_PG_RO_PA;102;1271;Potlood
29/04/2016;VA_PG_LO_PA;64;238;VIA3
29/04/2016;VA_PG_LO_PA;82;439;VIA4
29/04/2016;VA_PG_LO_PA;63;228;VIA3
29/04/2016;VA_PG_LO_PA;71;342;VIA3
29/04/2016;VA_PG_LO_PA;68;301;VIA3
29/04/2016;VA_PG_LO_PA;67;288;VIA3
29/04/2016;VA_PG_LO_PA;64;207;VIA4
29/04/2016;VA_PG_LO_PA;69;270;VIA4
29/04/2016;VA_PG_LO_PA;67;278;VIA4
29/04/2016;VA_PG_LO_PA;73;323;VIA4
29/04/2016;VA_PG_LO_PA;69;310;VIA4
29/04/2016;VA_PG_LO_PA;79;335;VIA3
29/04/2016;VA_PG_LO_PA;74;296;VIA3
29/04/2016;VA_PG_LO_PA;71;285;VIA3
29/04/2016;VA_PG_LO_PA;65;220;VIA4
29/04/2016;VA_PG_LO_PA;67;261;VIA4
29/04/2016;VA_PG_LO_PA;67;291;VIA3
29/04/2016;VA_PG_LO_PA;73;302;VIA3
29/04/2016;VA_PG_LO_PA;68;246;VIA4
29/04/2016;VA_PG_LO_PA;70;291;VIA4
29/04/2016;VA_PG_LO_PA;69;282;VIA4
29/04/2016;VA_PG_LO_PA;77;384;VIA4
29/04/2016;VA_PG_LO_PA;72;335;VIA3
29/04/2016;VA_PG_LO_PA;64;253;VIA2
29/04/2016;VA_PG_LO_PA;73;343;VIA4
29/04/2016;VA_PG_LO_PA;67;247;VIA3
29/04/2016;VA_PG_LO_PA;68;279;VIA4
29/04/2016;VA_PG_LO_PA;73;299;VIA4
29/04/2016;VA_PG_LO_PA;69;307;VIA3
29/04/2016;VA_PG_LO_PA;74;354;VIA2
29/04/2016;VA_PG_LO_PA;71;318;VIA4
29/04/2016;VA_PG_LO_PA;69;235;VIA3
29/04/2016;VA_PG_LO_PA;69;315;VIA4
29/04/2016;VA_PG_LO_PA;75;300;VIA3
29/04/2016;VA_PG_LO_PA;70;289;VIA3
29/04/2016;VA_PG_LO_PA;68;333;VIA4
29/04/2016;VA_PG_LO_PA;75;383;VIA4
29/04/2016;VA_PG_LO_PA;69;317;VIA3
29/04/2016;VA_PG_LO_PA;73;310;VIA3
29/04/2016;VA_PG_LO_PA;67;178;VIA3
29/04/2016;VA_PG_LO_PA;76;420;VIA4
29/04/2016;VA_PG_LO_PA;61;154;VIA4
29/04/2016;VA_PG_LO_PA;77;411;VIA3
29/04/2016;VA_PG_LO_PA;73;383;VIA4
29/04/2016;VA_PG_LO_PA;72;332;VIA4
29/04/2016;VA_PG_LO_PA;78;379;VIA4
29/04/2016;VA_PG_LO_PA;72;340;VIA4
29/04/2016;VA_PG_LO_PA;69;302;VIA4
29/04/2016;VA_PG_LO_PA;71;308;VIA4
29/04/2016;VA_PG_LO_PA;72;274;VIA3
29/04/2016;VA_PG_LO_PA;129;3343;Potlood
29/04/2016;VA_PG_LO_PA;88;853;Potlood
29/04/2016;VA_PG_LO_PA;117;2089;Potlood
29/04/2016;VA_PG_LO_PA;97;1041;Potlood
29/04/2016;VA_PG_LO_PA;91;944;Potlood
29/04/2016;VA_PG_LO_PA;106;1654;Potlood
29/04/2016;VA_PG_LO_PA;91;748;Potlood
29/04/2016;VA_PG_LO_PA;94;964;Potlood
29/04/2016;VA_PG_LO_PA;97;1176;Potlood
29/04/2016;VA_PG_LO_PA;88;918;Potlood
29/04/2016;VA_PG_LO_PA;115;2172;Potlood
29/04/2016;VA_PG_LO_PA;103;1153;Potlood
29/04/2016;VA_SC_RO_SU;94;1223;Potlood
29/04/2016;VA_SC_LO_SU;99;1361;Potlood
29/04/2016;VA_MI_LO_SU;73;436;VIA4
29/04/2016;VA_MI_LO_SU;72;386;VIA4
29/04/2016;VA_MI_LO_SU;68;277;VIA4
29/04/2016;VA_MI_LO_SU;87;852;Potlood
29/04/2016;VA_PG_RO_SU;68;236;VIA4
29/04/2016;VA_PG_RO_SU;67;251;VIA4
29/04/2016;VA_PG_RO_SU;65;223;VIA4
29/04/2016;VA_PG_RO_SU;88;956;Potlood
29/04/2016;VA_PG_RO_SU;119;2131;Potlood
29/04/2016;VA_PG_RO_SU;84;840;Potlood
29/04/2016;VA_PG_RO_SU;98;1339;Potlood
29/04/2016;VA_PG_RO_SU;105;1537;Potlood
29/04/2016;VA_PG_LO_SU;76;367;VIA4
29/04/2016;VA_PG_LO_SU;60;181;VIA4
29/04/2016;VA_PG_LO_SU;67;262;VIA4
29/04/2016;VA_PG_LO_SU;69;254;VIA3
29/04/2016;VA_PG_LO_SU;138;1462;Potlood
29/04/2016;GA_SU;68;239;VIA3
29/04/2016;GA_SU;62;199;VIA3
4/05/2016;VA_PG_RO_PA;76;406;VIA4
4/05/2016;VA_PG_RO_PA;72;365;VIA4
4/05/2016;VA_PG_RO_PA;73;346;VIA4
4/05/2016;VA_PG_RO_PA;74;349;VIA4
4/05/2016;VA_PG_RO_PA;64;280;VIA4
4/05/2016;VA_PG_RO_PA;74;394;VIA3
4/05/2016;VA_PG_RO_PA;75;373;VIA4
4/05/2016;VA_PG_RO_PA;69;300;VIA4
4/05/2016;VA_PG_RO_PA;71;351;VIA3
4/05/2016;VA_PG_RO_PA;72;292;VIA4
4/05/2016;VA_PG_RO_PA;63;227;VIA4
4/05/2016;VA_PG_RO_PA;68;268;VIA4
4/05/2016;VA_PG_RO_PA;67;256;VIA4
4/05/2016;VA_PG_RO_PA;71;279;VIA4
4/05/2016;VA_PG_RO_PA;66;302;VIA3
4/05/2016;VA_PG_RO_PA;64;300;VIA4
4/05/2016;VA_PG_RO_PA;69;316;VIA4
4/05/2016;VA_PG_RO_PA;73;277;VIA4
4/05/2016;VA_PG_RO_PA;78;397;VIA4
4/05/2016;VA_PG_RO_PA;74;352;VIA4
4/05/2016;VA_PG_RO_PA;67;285;VIA3
4/05/2016;VA_PG_RO_PA;68;278;VIA3
4/05/2016;VA_PG_RO_PA;78;376;VIA3
4/05/2016;VA_PG_RO_PA;77;429;VIA4
4/05/2016;VA_PG_RO_PA;72;302;VIA4
4/05/2016;VA_PG_RO_PA;80;343;VIA3
4/05/2016;VA_PG_RO_PA;76;424;VIA3
4/05/2016;VA_PG_RO_PA;67;293;VIA4
4/05/2016;VA_PG_RO_PA;71;317;VIA4
4/05/2016;VA_PG_RO_PA;72;290;VIA4
4/05/2016;VA_PG_RO_PA;72;350;VIA3
4/05/2016;VA_PG_RO_PA;71;309;VIA4
4/05/2016;VA_PG_RO_PA;68;265;VIA3
4/05/2016;VA_PG_RO_PA;72;308;VIA3
4/05/2016;VA_PG_RO_PA;67;293;VIA4
4/05/2016;VA_PG_RO_PA;73;300;VIA3
4/05/2016;VA_PG_RO_PA;71;332;VIA3
4/05/2016;VA_PG_RO_PA;68;258;VIA3
4/05/2016;VA_PG_RO_PA;68;271;VIA4
4/05/2016;VA_PG_RO_PA;67;259;VIA4
4/05/2016;VA_PG_RO_PA;74;382;VIA4
4/05/2016;VA_PG_RO_PA;67;331;VIA4
4/05/2016;VA_PG_RO_PA;72;340;VIA4
4/05/2016;VA_PG_RO_PA;74;364;VIA2
4/05/2016;VA_PG_RO_PA;64;264;VIA3
4/05/2016;VA_PG_RO_PA;65;325;VIA4
4/05/2016;VA_PG_RO_PA;67;296;VIA4
4/05/2016;VA_PG_RO_PA;74;353;VIA3
4/05/2016;VA_PG_RO_PA;64;253;VIA3
4/05/2016;VA_PG_RO_PA;69;300;VIA3
4/05/2016;VA_PG_RO_PA;106;1448;Potlood
4/05/2016;VA_PG_RO_PA;103;994;Potlood
4/05/2016;VA_PG_RO_PA;103;1400;Potlood
4/05/2016;VA_PG_RO_PA;107;1463;Potlood
4/05/2016;VA_PG_RO_PA;110;1615;Potlood
4/05/2016;VA_PG_RO_PA;129;2752;Potlood
4/05/2016;VA_PG_RO_PA;93;905;Potlood
4/05/2016;VA_PG_RO_PA;83;704;Potlood
4/05/2016;VA_PG_RO_PA;137;3626;Potlood
4/05/2016;VA_PG_RO_PA;97;1467;Potlood
4/05/2016;VA_PG_RO_PA;93;1044;Potlood
4/05/2016;VA_PG_RO_PA;97;1260;Potlood
4/05/2016;VA_PG_RO_PA;117;2011;Potlood
4/05/2016;VA_PG_RO_PA;103;1295;Potlood
4/05/2016;VA_PG_RO_PA;94;1061;Potlood
4/05/2016;VA_PG_RO_PA;93;1103;Potlood
4/05/2016;VA_PG_RO_PA;101;1192;Potlood
4/05/2016;VA_PG_RO_PA;97;1064;Potlood
4/05/2016;VA_PG_RO_PA;87;847;Potlood
4/05/2016;VA_PG_RO_PA;94;880;Potlood
4/05/2016;VA_PG_RO_PA;103;1212;Potlood
4/05/2016;VA_PG_RO_PA;98;1273;Potlood
4/05/2016;VA_PG_LO_PA;82;380;VIA4
4/05/2016;VA_PG_LO_PA;69;270;VIA4
4/05/2016;VA_PG_LO_PA;72;313;VIA4
4/05/2016;VA_PG_LO_PA;69;256;VIA2
4/05/2016;VA_PG_LO_PA;73;342;VIA3
4/05/2016;VA_PG_LO_PA;68;287;VIA3
4/05/2016;VA_PG_LO_PA;68;279;VIA3
4/05/2016;VA_PG_LO_PA;72;365;VIA4
4/05/2016;VA_PG_LO_PA;69;239;VIA4
4/05/2016;VA_PG_LO_PA;77;406;VIA4
4/05/2016;VA_PG_LO_PA;74;364;VIA4
4/05/2016;VA_PG_LO_PA;65;236;VIA3
4/05/2016;VA_PG_LO_PA;78;426;VIA4
4/05/2016;VA_PG_LO_PA;71;357;VIA4
4/05/2016;VA_PG_LO_PA;70;334;VIA4
4/05/2016;VA_PG_LO_PA;67;264;VIA3
4/05/2016;VA_PG_LO_PA;68;305;VIA3
4/05/2016;VA_PG_LO_PA;74;381;VIA4
4/05/2016;VA_PG_LO_PA;61;236;VIA4
4/05/2016;VA_PG_LO_PA;74;344;VIA3
4/05/2016;VA_PG_LO_PA;61;238;VIA3
4/05/2016;VA_PG_LO_PA;72;363;VIA3
4/05/2016;VA_PG_LO_PA;77;417;VIA3
4/05/2016;VA_PG_LO_PA;72;329;VIA4
4/05/2016;VA_PG_LO_PA;78;438;VIA4
4/05/2016;VA_PG_LO_PA;67;275;VIA4
4/05/2016;VA_PG_LO_PA;72;335;VIA4
4/05/2016;VA_PG_LO_PA;68;246;VIA3
4/05/2016;VA_PG_LO_PA;67;239;VIA4
4/05/2016;VA_PG_LO_PA;78;389;VIA3
4/05/2016;VA_PG_LO_PA;67;296;VIA4
4/05/2016;VA_PG_LO_PA;61;258;VIA4
4/05/2016;VA_PG_LO_PA;71;333;VIA3
4/05/2016;VA_PG_LO_PA;72;390;VIA4
4/05/2016;VA_PG_LO_PA;72;298;VIA3
4/05/2016;VA_PG_LO_PA;69;308;VIA4
4/05/2016;VA_PG_LO_PA;70;289;VIA4
4/05/2016;VA_PG_LO_PA;68;258;VIA3
4/05/2016;VA_PG_LO_PA;73;367;VIA4
4/05/2016;VA_PG_LO_PA;68;243;VIA3
4/05/2016;VA_PG_LO_PA;65;254;VIA4
4/05/2016;VA_PG_LO_PA;69;303;VIA4
4/05/2016;VA_PG_LO_PA;82;384;VIA3
4/05/2016;VA_PG_LO_PA;67;236;VIA4
4/05/2016;VA_PG_LO_PA;68;292;VIA4
4/05/2016;VA_PG_LO_PA;72;335;VIA4
4/05/2016;VA_PG_LO_PA;64;221;VIA4
4/05/2016;VA_PG_LO_PA;77;327;VIA2
4/05/2016;VA_PG_LO_PA;67;319;VIA4
4/05/2016;VA_PG_LO_PA;63;233;VIA3
4/05/2016;VA_PG_LO_PA;96;1032;Potlood
4/05/2016;VA_PG_LO_PA;92;941;Potlood
4/05/2016;VA_PG_LO_PA;143;3812;Potlood
4/05/2016;VA_PG_LO_PA;94;946;Potlood
4/05/2016;VA_PG_LO_PA;82;677;VII
4/05/2016;VA_PG_LO_PA;87;766;Potlood
4/05/2016;VA_PG_LO_PA;108;1420;Potlood
4/05/2016;VA_PG_LO_PA;93;968;Potlood
4/05/2016;VA_PG_LO_PA;94;1000;Potlood
4/05/2016;VA_PG_LO_PA;173;7369;Potlood
4/05/2016;VA_PG_LO_PA;93;983;Potlood
4/05/2016;VA_PG_LO_PA;85;739;Potlood
4/05/2016;VA_PG_LO_PA;101;1454;Potlood
4/05/2016;VA_PG_LO_PA;97;1026;Potlood
4/05/2016;VA_PG_LO_PA;98;1054;Potlood
4/05/2016;VA_PG_LO_PA;97;1146;Potlood
4/05/2016;VA_PG_LO_PA;113;1357;Potlood
4/05/2016;VA_PG_LO_PA;97;1157;Potlood
4/05/2016;VA_PG_LO_PA;94;1050;Potlood
4/05/2016;VA_PG_LO_PA;92;1065;Potlood
4/05/2016;VA_PG_LO_PA;87;909;Potlood
4/05/2016;VA_PG_LO_PA;98;1041;Potlood
4/05/2016;VA_PG_LO_PA;94;972;Potlood
4/05/2016;VA_PG_LO_PA;91;855;Potlood
4/05/2016;VA_PG_LO_PA;104;1416;Potlood
4/05/2016;VA_PG_LO_PA;112;1632;Potlood
4/05/2016;VA_PG_LO_PA;103;1339;Potlood
4/05/2016;VA_PG_LO_PA;102;1382;Potlood
4/05/2016;VA_PG_LO_PA;107;1405;Potlood
4/05/2016;VA_PG_LO_PA;100;1434;Potlood
4/05/2016;VA_PG_LO_PA;97;1041;Potlood
4/05/2016;VA_PG_LO_PA;109;1394;Potlood
4/05/2016;VA_PG_LO_PA;94;919;Potlood
4/05/2016;VA_PG_LO_PA;96;898;Potlood
4/05/2016;VA_PG_LO_PA;124;2117;Potlood
4/05/2016;VA_PG_RO_SU;69;308;VIA4
4/05/2016;VA_PG_RO_SU;67;294;VIA4
4/05/2016;VA_PG_RO_SU;67;252;VIA4
4/05/2016;VA_PG_RO_SU;64;260;VIA4
4/05/2016;VA_PG_RO_SU;101;1064;Potlood
4/05/2016;VA_PG_RO_SU;94;952;Potlood
4/05/2016;VA_PG_RO_SU;92;929;Potlood
4/05/2016;VA_PG_RO_SU;101;1203;Potlood
4/05/2016;VA_PG_RO_SU;103;871;Potlood
4/05/2016;VA_PG_LO_SU;69;324;VIA3
4/05/2016;VA_PG_LO_SU;72;341;VIA4
4/05/2016;VA_PG_LO_SU;165;7315;Potlood
4/05/2016;VA_PG_LO_SU;198;9582;Potlood
4/05/2016;VA_PG_LO_SU;126;2656;Potlood
4/05/2016;VA_MI_RO_SU;72;429;VIA4
4/05/2016;VA_MI_RO_SU;114;2428;Potlood
4/05/2016;VA_SC_RO_SU;75;328;VIA3
4/05/2016;VA_SC_RO_SU;108;1787;Potlood
4/05/2016;VA_MI_LO_SU;97;1202;Potlood
13/05/2016;VA_SC_LO_SU;67;231;VIA4
13/05/2016;VA_SC_LO_SU;74;315;VIA4
13/05/2016;VA_SC_LO_SU;68;247;VIA4
13/05/2016;VA_SC_LO_SU;77;377;VIA4
13/05/2016;VA_SC_LO_SU;71;302;VIA4
13/05/2016;VA_SC_LO_SU;72;326;VIA4
13/05/2016;VA_SC_LO_SU;71;292;VIA4
13/05/2016;VA_SC_LO_SU;73;338;VIA4
13/05/2016;VA_SC_LO_SU;72;275;VIA4
13/05/2016;VA_SC_LO_SU;75;414;VII
13/05/2016;VA_SC_LO_SU;64;250;VIA4
13/05/2016;VA_SC_LO_SU;69;304;VIA4
13/05/2016;VA_SC_LO_SU;74;394;VIA4
13/05/2016;VA_SC_LO_SU;73;402;VII
13/05/2016;VA_SC_LO_SU;68;337;VIA4
13/05/2016;VA_SC_LO_SU;71;342;VII
13/05/2016;VA_SC_LO_SU;68;275;VIA4
13/05/2016;VA_SC_LO_SU;69;375;VIB
13/05/2016;VA_SC_LO_SU;114;2423;Potlood
13/05/2016;VA_SC_LO_SU;102;1445;Potlood
13/05/2016;VA_SC_LO_SU;129;3257;Potlood
13/05/2016;VA_SC_LO_SU;87;742;Potlood
13/05/2016;VA_SC_RO_SU;71;337;VIB
13/05/2016;VA_SC_RO_SU;71;458;VIA4
13/05/2016;VA_SC_RO_SU;72;343;VII
13/05/2016;VA_SC_RO_SU;67;275;VIA3
13/05/2016;VA_SC_RO_SU;69;266;VIA4
13/05/2016;VA_SC_RO_SU;68;272;VIA4
13/05/2016;VA_SC_RO_SU;81;469;VIA4
13/05/2016;VA_SC_RO_SU;68;301;VIB
13/05/2016;VA_SC_RO_SU;76;447;VII
13/05/2016;VA_SC_RO_SU;73;366;VII
13/05/2016;VA_SC_RO_SU;68;262;VIB
13/05/2016;VA_SC_RO_SU;78;444;VIA4
13/05/2016;VA_SC_RO_SU;73;380;VIB
13/05/2016;VA_SC_RO_SU;77;399;VIB
13/05/2016;VA_SC_RO_SU;66;294;VIA4
13/05/2016;VA_SC_RO_SU;72;374;VIB
13/05/2016;VA_SC_RO_SU;67;270;VIB
13/05/2016;VA_SC_RO_SU;68;314;VII
13/05/2016;VA_SC_RO_SU;70;307;VIA4
13/05/2016;VA_SC_RO_SU;69;267;VIA4
13/05/2016;VA_SC_RO_SU;71;427;VIA4
13/05/2016;VA_SC_RO_SU;65;173;VIA4
13/05/2016;VA_SC_RO_SU;78;440;VIA4
13/05/2016;VA_SC_RO_SU;78;395;VII
13/05/2016;VA_SC_RO_SU;66;258;VIB
13/05/2016;VA_SC_RO_SU;77;410;VII
13/05/2016;VA_SC_RO_SU;77;433;VIA4
13/05/2016;VA_SC_RO_SU;72;395;VII
13/05/2016;VA_SC_RO_SU;75;266;VIA4
13/05/2016;VA_SC_RO_SU;68;244;VIA4
13/05/2016;VA_SC_RO_SU;66;297;VII
13/05/2016;VA_SC_RO_SU;71;286;VIB
13/05/2016;VA_SC_RO_SU;96;997;Potlood
13/05/2016;VA_SC_RO_SU;138;4649;Potlood
13/05/2016;VA_MI_RO_SU;69;342;VIA4
13/05/2016;VA_MI_RO_SU;74;389;VII
13/05/2016;VA_MI_RO_SU;74;288;VIA4
13/05/2016;VA_MI_RO_SU;69;326;VIB
13/05/2016;VA_MI_RO_SU;72;356;VII
13/05/2016;VA_MI_RO_SU;69;304;VIA4
13/05/2016;VA_MI_RO_SU;72;373;VIA4
13/05/2016;VA_MI_RO_SU;63;201;VIA4
13/05/2016;VA_MI_RO_SU;72;330;VIA4
13/05/2016;VA_MI_RO_SU;78;469;VII
13/05/2016;VA_MI_RO_SU;70;369;VIB
13/05/2016;VA_MI_RO_SU;67;240;VIA4
13/05/2016;VA_MI_RO_SU;75;339;VIA4
13/05/2016;VA_MI_RO_SU;72;361;VIB
13/05/2016;VA_MI_RO_SU;72;424;VII
13/05/2016;VA_MI_RO_SU;75;416;VII
13/05/2016;VA_MI_RO_SU;75;393;VII
13/05/2016;VA_MI_RO_SU;67;223;VIA4
13/05/2016;VA_MI_RO_SU;123;3164;Potlood
13/05/2016;VA_MI_RO_SU;108;1913;Potlood
13/05/2016;VA_MI_RO_SU;101;1405;Potlood
13/05/2016;VA_MI_RO_SU;114;1752;Potlood
13/05/2016;VA_MI_RO_SU;104;1819;Potlood
13/05/2016;VA_MI_RO_SU;118;2746;Potlood
13/05/2016;VA_MI_RO_SU;107;2397;Potlood
13/05/2016;VA_MI_RO_SU;94;1003;Potlood
13/05/2016;VA_MI_LO_SU;77;471;VIB
13/05/2016;VA_MI_LO_SU;77;435;VII
13/05/2016;VA_MI_LO_SU;68;196;VIA4
13/05/2016;VA_MI_LO_SU;69;305;VIA4
13/05/2016;VA_MI_LO_SU;68;358;VIB
13/05/2016;VA_MI_LO_SU;72;421;VII
13/05/2016;VA_MI_LO_SU;72;380;VII
13/05/2016;VA_MI_LO_SU;69;297;VIB
13/05/2016;VA_MI_LO_SU;72;342;VIA3
13/05/2016;VA_MI_LO_SU;69;360;VIB
13/05/2016;VA_MI_LO_SU;64;203;VIA4
13/05/2016;VA_MI_LO_SU;61;214;VIA4
13/05/2016;VA_MI_LO_SU;69;372;VII
13/05/2016;VA_MI_LO_SU;113;1985;Potlood
13/05/2016;VA_MI_LO_SU;96;958;Potlood
13/05/2016;VA_MI_LO_SU;160;5359;Potlood
13/05/2016;VA_MI_LO_SU;160;6268;Potlood
13/05/2016;VA_MI_LO_SU;103;1450;Potlood
13/05/2016;VA_MI_LO_SU;134;3259;Potlood
13/05/2016;VA_MI_LO_SU;97;1170;Potlood
13/05/2016;VA_MI_LO_SU;99;1608;Potlood
13/05/2016;VA_PG_LO_SU;65;289;VII
13/05/2016;VA_PG_LO_SU;66;285;VIA4
13/05/2016;VA_PG_LO_SU;68;325;VIA4
13/05/2016;VA_PG_LO_SU;68;278;VIA4
13/05/2016;VA_PG_LO_SU;68;285;VIB
13/05/2016;VA_PG_LO_SU;76;425;VII
13/05/2016;VA_PG_LO_SU;78;408;VIB
13/05/2016;VA_PG_LO_SU;67;254;VII
13/05/2016;VA_PG_LO_SU;68;276;VIA4
13/05/2016;VA_PG_LO_SU;70;197;VIB
13/05/2016;VA_PG_LO_SU;92;1027;Potlood
13/05/2016;VA_PG_LO_SU;113;2016;Potlood
13/05/2016;VA_PG_LO_SU;104;1717;Potlood
13/05/2016;VA_PG_LO_SU;118;1953;Potlood
13/05/2016;VA_PG_LO_SU;109;1552;Potlood
13/05/2016;VA_PG_LO_SU;113;2328;Potlood
13/05/2016;VA_PG_LO_SU;93;1072;Potlood
13/05/2016;VA_PG_LO_SU;113;1928;Potlood
13/05/2016;VA_PG_LO_SU;94;1185;Potlood
13/05/2016;VA_PG_LO_SU;108;2140;Potlood
13/05/2016;VA_PG_RO_SU;78;403;VIB
13/05/2016;VA_PG_RO_SU;65;279;VII
13/05/2016;VA_PG_RO_SU;64;253;VIB
13/05/2016;VA_PG_RO_SU;72;306;VII
13/05/2016;VA_PG_RO_SU;74;261;VIB
13/05/2016;VA_PG_RO_SU;73;299;VIA4
13/05/2016;VA_PG_RO_SU;78;384;VIB
13/05/2016;VA_PG_RO_SU;76;415;VIB
13/05/2016;VA_PG_RO_SU;68;265;VIA4
13/05/2016;VA_PG_RO_SU;78;496;VII
13/05/2016;VA_PG_RO_SU;78;462;VII
13/05/2016;VA_PG_RO_SU;69;304;VIB
13/05/2016;VA_PG_RO_SU;93;827;Potlood
13/05/2016;VA_PG_RO_SU;97;1313;Potlood
13/05/2016;VA_PG_RO_SU;97;1105;Potlood
13/05/2016;VA_PG_RO_PA;69;338;VIA4
13/05/2016;VA_PG_RO_PA;73;396;VIA4
13/05/2016;VA_PG_RO_PA;67;235;VII
13/05/2016;VA_PG_RO_PA;69;204;VIB
13/05/2016;VA_PG_RO_PA;72;352;VIA4
13/05/2016;VA_PG_RO_PA;69;270;VIB
13/05/2016;VA_PG_RO_PA;78;397;VIB
13/05/2016;VA_PG_RO_PA;66;277;VIA4
13/05/2016;VA_PG_RO_PA;68;261;VIA4
13/05/2016;VA_PG_RO_PA;73;298;VIA4
13/05/2016;VA_PG_RO_PA;74;343;VII
13/05/2016;VA_PG_RO_PA;70;269;VII
13/05/2016;VA_PG_RO_PA;68;255;VIA4
13/05/2016;VA_PG_RO_PA;74;324;VIB
13/05/2016;VA_PG_RO_PA;82;392;VII
13/05/2016;VA_PG_RO_PA;62;197;VIA4
13/05/2016;VA_PG_RO_PA;73;285;VIB
13/05/2016;VA_PG_RO_PA;74;383;VIA4
13/05/2016;VA_PG_RO_PA;69;271;VIA4
13/05/2016;VA_PG_RO_PA;70;322;VIA4
13/05/2016;VA_PG_RO_PA;72;351;VIA4
13/05/2016;VA_PG_RO_PA;68;222;VIA4
13/05/2016;VA_PG_RO_PA;74;315;VII
13/05/2016;VA_PG_RO_PA;62;206;VIB
13/05/2016;VA_PG_RO_PA;75;348;VIA4
13/05/2016;VA_PG_RO_PA;73;331;VIA4
13/05/2016;VA_PG_RO_PA;74;361;VII
13/05/2016;VA_PG_RO_PA;72;353;VII
13/05/2016;VA_PG_RO_PA;68;240;VIA4
13/05/2016;VA_PG_RO_PA;62;213;VIA4
13/05/2016;VA_PG_RO_PA;63;217;VIA4
13/05/2016;VA_PG_RO_PA;68;263;VIA4
13/05/2016;VA_PG_RO_PA;70;314;VII
13/05/2016;VA_PG_RO_PA;68;260;VIB
13/05/2016;VA_PG_RO_PA;66;255;VIA4
13/05/2016;VA_PG_RO_PA;63;177;VIB
13/05/2016;VA_PG_RO_PA;68;264;VIA4
13/05/2016;VA_PG_RO_PA;66;208;VIA4
13/05/2016;VA_PG_RO_PA;72;321;VIA4
13/05/2016;VA_PG_RO_PA;68;245;VIA4
13/05/2016;VA_PG_RO_PA;72;243;VIA4
13/05/2016;VA_PG_RO_PA;64;241;VIB
13/05/2016;VA_PG_RO_PA;76;334;VIA4
13/05/2016;VA_PG_RO_PA;70;295;VII
13/05/2016;VA_PG_RO_PA;76;352;VIB
13/05/2016;VA_PG_RO_PA;74;328;VIA4
13/05/2016;VA_PG_RO_PA;71;275;VIA4
13/05/2016;VA_PG_RO_PA;72;349;VII
13/05/2016;VA_PG_RO_PA;72;306;VIA4
13/05/2016;VA_PG_RO_PA;146;4200;Potlood
13/05/2016;VA_PG_RO_PA;97;1126;Potlood
13/05/2016;VA_PG_RO_PA;98;1073;Potlood
13/05/2016;VA_PG_RO_PA;97;1016;Potlood
13/05/2016;VA_PG_RO_PA;98;828;Potlood
13/05/2016;VA_PG_RO_PA;93;819;Potlood
13/05/2016;VA_PG_RO_PA;93;832;Potlood
13/05/2016;VA_PG_RO_PA;109;1852;Potlood
13/05/2016;VA_PG_RO_PA;107;1230;Potlood
13/05/2016;VA_PG_RO_PA;92;944;Potlood
13/05/2016;VA_PG_RO_PA;89;704;Potlood
13/05/2016;VA_PG_RO_PA;103;1268;Potlood
13/05/2016;VA_PG_RO_PA;107;1539;Potlood
13/05/2016;VA_PG_RO_PA;102;980;Potlood
13/05/2016;VA_PG_RO_PA;103;1179;Potlood
13/05/2016;VA_PG_RO_PA;96;1025;Potlood
13/05/2016;VA_PG_RO_PA;98;1065;Potlood
13/05/2016;VA_PG_RO_PA;100;1204;Potlood
13/05/2016;VA_PG_RO_PA;87;708;Potlood
13/05/2016;VA_PG_RO_PA;103;1364;Potlood
13/05/2016;VA_PG_RO_PA;94;1100;Potlood
